show_id,type,title,country,release_year,duration,listed_in,description
tt0087451,Movie,The Ice Pirates,United States,1984,91 min,"scifi, action, comedy, romance, european","The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets."
tt0089767,Movie,Pale Rider,United States,1985,115 min,"western, drama",A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.
tt0092067,Movie,Castle in the Sky,Japan,1986,124 min,"animation, action, romance, family, fantasy, scifi, drama",A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
tt0093389,Movie,The Last Emperor,"France, Italy, United Kingdom, China",1987,163 min,"drama, european, history","A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic."
tt0099700,Movie,Gremlins 2: The New Batch,United States,1990,106 min,"horror, fantasy, comedy","Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
tt0096787,Movie,All Dogs Go to Heaven,"United Kingdom, United States, Ireland",1989,89 min,"fantasy, comedy, drama, family, animation, european","When a casino owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy to prep his retaliation. He also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of Heaven again."
tt0089370,Movie,The Jewel of the Nile,United States,1985,101 min,"comedy, romance, action","Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day."
tt0092603,Movie,Babette's Feast,Denmark,1987,102 min,"drama, comedy, european",A French housekeeper with a mysterious past brings quiet revolution in the form of one exquisite meal to a circle of starkly pious villagers in late 19th century Denmark.
tt0099703,Movie,The Grifters,United States,1990,110 min,"drama, crime, thriller","A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady."
tt0089686,Movie,A Nightmare on Elm Street Part 2: Freddy's Revenge,United States,1985,87 min,horror,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear."
tt7772588,Movie,For All Mankind,United States,1989,80 min,"history, documentation","A testament to NASA's Apollo program of the 1960s and '70s. Composed of actual NASA footage of the missions and astronaut interviews, the documentary offers the viewpoint of the individuals who braved the remarkable journey to the moon and back."
tt0090660,Movie,Armed and Dangerous,United States,1986,88 min,"comedy, action, crime","After policeman Frank Dooley is framed for theft and loses his job on the force, he joins a security guard agency and teams up with inept former defense lawyer Norman Kane. When the two botch a job guarding a local warehouse, they begin to uncover corruption within the company and their union."
tt0089941,Movie,Runaway Train,United States,1985,111 min,"thriller, drama, action",A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.
tt0086987,Movie,Bolero,United States,1984,105 min,"drama, romance, comedy",Follows the tale of a young woman’s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. Encounters include an Arabian sheik and a Spanish bullfighter. Her friend and butler accompany her and help to arrange her couplings.
tt0099615,Movie,The Freshman,United States,1990,102 min,"crime, comedy","After a film student gets his belongings stolen, he meets a mobster bearing a startling resemblance to a certain cinematic godfather. Soon, he finds himself caught up in a caper involving endangered species and fine dining."
tt0101026,Movie,Tie Me Up! Tie Me Down!,Spain,1990,102 min,"comedy, drama, romance, crime, european","Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage."
tt0084865,Movie,Victor/Victoria,"United Kingdom, United States",1982,134 min,"romance, comedy, music","A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
tt0095403,Movie,Police Story 2,Hong Kong,1988,122 min,"action, crime, thriller, comedy",The Hong Kong super-cop must stop a group of blackmailing bombers at the same time that the villains of the first Police Story are out for revenge.
tt0086361,Movie,Staying Alive,United States,1983,93 min,"drama, music, romance",It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenger yet - making it as a dancer on the Broadway stage.
tt0100740,Movie,Tales from the Darkside: The Movie,United States,1990,93 min,"comedy, fantasy, thriller, horror","The first segment features an animated mummy stalking selected student victims; the second tale tells the story of a ""cat from hell"" who cannot be killed and leaves a trail of victims behind it; the third story is about a man who witnesses a bizarre killing and promises never to tell what he saw and the ""in-between"" bit is the story of a woman preparing to cook her newspaper boy for supper."
tt0083922,Movie,Fanny and Alexander,"Sweden, Germany, France",1982,188 min,"fantasy, drama, european","As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander."
tt0097050,Movie,The Adventures of Milo and Otis,Japan,1986,76 min,"drama, european, family","When Milo the cat and Otis the dog are separated, they each set off on an adventurous and often perilous quest across mountains, plains, and snow-covered lands to reunite with one another."
tt0086383,Movie,Sudden Impact,United States,1983,117 min,"thriller, action, crime","When a young rape victim takes justice into her own hands and becomes a serial killer, it's up to Dirty Harry Callahan, on suspension from the SFPD, to bring her to justice."
tt0102744,Movie,Quigley Down Under,"United States, Australia",1990,119 min,"western, action, drama, romance","American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston."
tt0097758,Movie,Little Monsters,United States,1989,102 min,"fantasy, comedy, family",A young boy is scared of the monster under his bed. He asks his 6th grade brother to swap rooms for the night as a bet that the monster really exists. Soon the brother becomes friends with the monster and discovers a whole new world of fun and games under his bed where pulling pranks on kids and other monsters is the main attraction.
tt0084809,Movie,The Toy,United States,1982,102 min,"family, comedy","On one of his bratty son Eric's annual visits, the plutocrat U.S. Bates takes him to his department store and offers him anything in it as a gift. Eric chooses a black janitor who has made him laugh with his antics. At first the man suffers many indignities as Eric's ""toy"", but gradually teaches the lonely boy what it is like to have and to be a friend."
tt17220704,Movie,A Christmas Story,"United States, Canada",1983,93 min,"comedy, family, european","The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s."
tt0099776,Movie,Europa Europa,"France, Germany, Poland",1990,112 min,"drama, european, history, war",A Jewish boy separated from his family in the early days of WWII poses as a German orphan and is taken into the heart of the Nazi world as a 'war hero' and eventually becomes a Hitler Youth.
tt0090967,Movie,Down by Law,"Germany, United States",1986,106 min,"crime, comedy, drama, european","A disc jockey, a pimp and an Italian tourist escape from jail in New Orleans."
tt0097722,Movie,Lean On Me,United States,1989,108 min,drama,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line."
tt0098645,Movie,Who's Harry Crumb?,United States,1989,94 min,comedy,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.
tt0097733,Movie,Lethal Weapon 2,United States,1989,114 min,"thriller, crime, action","In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!"
tt0100828,Movie,The Two Jakes,United States,1990,137 min,"drama, romance, crime","This sequel to the classic Chinatown finds private detective Jake Gittes still haunted by the events of the first film. Hired by a man to investigate his wife's infidelities, Jake once again finds himself involved in a complicated plot involving murder, oil, and even some ghosts from his past."
tt0082894,Movie,Pennies from Heaven,United States,1981,108 min,"romance, drama","During the Great Depression, a sheet music salesman seeks to escape his dreary life through popular music and a love affair with an innocent school teacher."
tt0092593,Movie,Au Revoir les Enfants,"Germany, France, Italy",1987,105 min,"drama, european, war","Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening."
tt0248827,Movie,Carlin at Carnegie,United States,1982,60 min,comedy,"Recorded at Carnegie Hall, New York City in 1982, released in 1983. Most of the material comes from his A Place for My Stuff, the album released earlier that same year. The final performance of ""Seven Dirty Words,"" his last recorded performance of the routine, features Carlin's updated list."
tt0094963,Movie,The Dead Pool,United States,1988,92 min,"action, crime, thriller","Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late..."
tt0092605,Movie,Baby Boom,United States,1987,110 min,"drama, comedy, romance",The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.
tt0100142,Movie,Metropolitan,"Spain, United States",1990,99 min,"drama, romance, comedy","A radical student is adopted by a group of young New Yorkers, serves as a catalyst to alter his and their lives. Gathering in a Manhattan apartment, the group of friends meet to discuss social mobility, Fourier's socialism and play bridge in their cocoon of upper-class society - until they are joined by a man with a critical view of their way of life."
tt0082763,Movie,Modern Problems,United States,1981,89 min,"scifi, comedy, fantasy","Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge."
tt0304415,Movie,Mona Lisa,United Kingdom,1986,105 min,"crime, drama, romance","George is a small-time crook just out of prison who discovers his tough-guy image is out of date. Reduced to working as a minder/driver for high class call girl Simone, he has to agree when she asks him to find a young colleague from her King's Cross days. That's when George's troubles just start."
tt0097981,Movie,A Nightmare on Elm Street: The Dream Child,United States,1989,89 min,"horror, thriller, fantasy","Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?"
tt0097481,Movie,Harlem Nights,United States,1989,116 min,"crime, drama, comedy","'Sugar' Ray is the owner of an illegal casino and must contend with the pressure of vicious gangsters and corrupt police who want to see him go out of business. In the world of organised crime and police corruption in the 1920s, any dastardly trick is fair."
tt0083550,Movie,Amityville II: The Possession,"Mexico, United States",1982,104 min,horror,"Eager to start afresh, the unsuspecting couple of Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville. However, right from the very first night, strange paranormal experiences shatter the Montellis' fantasy, as the restless spirits of the dead and the new home's dark secrets open the unfathomable black portal of hell. Now, the family's older child, Sonny, has become the perfect vessel of destruction, as the invisible demonic forces claim his soul. Can Father Frank Adamsky cleanse the infernal Amityville House?"
tt4016454,Movie,Supergirl,"United States, United Kingdom",1984,89 min,"action, scifi, fantasy, romance","After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch."
tt0085180,Movie,L'Argent,"France, Switzerland",1983,85 min,"crime, thriller, european, drama","A forged 500-franc note is passed from person to person and shop to shop, until it falls into the hands of a genuine innocent who doesn't see it for what it is—which will have devastating consequences on his life."
tt0087231,Movie,The Falcon and the Snowman,"United States, United Kingdom",1985,132 min,"drama, thriller, crime",The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.
tt0087747,Movie,Moscow on the Hudson,United States,1984,115 min,"comedy, drama, romance","A Russian circus visits the US. A clown wants to defect, but doesn't have the nerve. His saxophone playing friend however comes to the decision to defect in the middle of Bloomingdales. He is befriended by the black security guard and falls in love with the Italian immigrant from behind the perfume counter. We follow his life as he works his way through the American dream and tries to find work as a musician."
tt0088184,Movie,Stranger Than Paradise,"United States, Germany",1984,89 min,"comedy, drama","Rootless Hungarian émigré Willie, his pal Eddie, and visiting sixteen-year-old cousin Eva always manage to make the least of any situation, whether aimlessly traversing the drab interiors and environs of New York City, Cleveland, or an anonymous Florida suburb."
tt0099040,Movie,An Angel at My Table,"United Kingdom, New Zealand, Australia",1990,158 min,drama,"Based on the autobiographical work of New Zealand writer Janet Frame, this production depicts the author at various stage of her life. Afflicted with mental and emotional issues, Frame grows up in an impoverished family and experiences numerous tragedies while still in her youth, including the deaths of two of her siblings. Portrayed as an adult by Kerry Fox, Frame finds acclaim for her writing while still in a mental institution, and her success helps her move on with her life."
tt0089015,Movie,Desert Hearts,United States,1985,91 min,"drama, romance",The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.
tt0098725,Movie,Sweetie,Australia,1989,97 min,"drama, comedy",An introspective young woman's life is upturned by the arrival of her maladjusted sister.
tt8005118,Movie,House Party,United States,1990,100 min,"comedy, drama, music, romance, european","Young Kid has been invited to a party at his friend Play's house. But after a fight at school, Kid's father grounds him. None the less, Kid sneaks out when his father falls asleep. But Kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior."
tt0094890,Movie,Cocoon: The Return,United States,1988,116 min,"scifi, comedy, romance","The reinvigorated elderly group that left Earth comes back to visit their relatives. Will they all decide to go back to the planet where no one grows old, or will they be tempted to remain on Earth?"
tt9471404,Movie,The Chosen,United States,1981,105 min,drama,"The Chosen follows the story of two teenage boys determined to remain friends despite the deep differences between their two families. Set in New York during the 1940s, this provocative film follows the son of an orthodox rabbi and the son of a secular father, raised to question everything around him, including his religion. A moving coming of age story."
tt0083869,Movie,Eating Raoul,United States,1982,87 min,"crime, comedy","A relatively boring Los Angeles couple discover a bizarre, if not murderous way to get funding for opening a restaurant."
tt0096380,Movie,Vice Versa,United States,1988,98 min,"fantasy, comedy, european","A mysterious oriental skull transforms a father into his son, and vice versa."
tt0086393,Movie,Superman III,"United Kingdom, United States",1983,125 min,"scifi, action, comedy","Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer."
tt0457207,Movie,Whoopi Goldberg: Direct from Broadway,United States,1985,75 min,"comedy, documentation",Whoopi Goldberg in her original one-woman show
tt0084698,Movie,Smithereens,United States,1982,94 min,"drama, music",A narcissistic runaway engages in a number of parasitic relationships amongst members of New York's waning punk scene.
tt0095484,Movie,Lady in White,United States,1988,113 min,"thriller, fantasy, horror","Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him."
tt9861952,Movie,Sweet Dreams,United States,1985,115 min,"music, romance, drama, comedy","The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame."
tt0096438,Movie,Roger & Me,United States,1989,91 min,"comedy, documentation","A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith."
tt0094074,Movie,Superman IV: The Quest for Peace,"United Kingdom, United States",1987,90 min,"scifi, family, action","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space."
tt0086508,Movie,Uncommon Valor,United States,1983,105 min,"drama, action, thriller, war",A group of Vietnam War veterans re-unite to rescue one of their own left behind and taken prisoner by the Vietnamese...
tt0089276,Movie,The Official Story,Argentina,1985,112 min,"history, drama, war","Buenos Aires, Argentina, 1983. In the last and turbulent days of the military dictatorship, Alicia, a high school history teacher, begins to ask uncomfortable questions about the dark origins of Gaby, her adopted daughter."
tt0095382,Movie,Iron Eagle II,"Canada, Israel",1988,98 min,"drama, action, romance, war",Chappy Sinclair is called to gather together a mixed Soviet/U.S. strike force that will perform a surgical strike on a massively defended nuclear missile site in the Middle East. Chappy finds that getting the Soviet and U.S. Pilots to cooperate is only the most minor of his problems as he discovers someone in the Pentagon is actively sabotaging his mission.
tt0089606,Movie,My Life as a Dog,Sweden,1985,102 min,"drama, comedy, european","A boy, obsessed with comparing himself with those less fortunate, experiences a different life at the home of his aunt and uncle in 1959 Sweden."
tt0085159,Movie,Amityville 3-D,United States,1983,105 min,"thriller, horror","To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel. But as soon as the ink on the deed has dried, people who have come into contact with John and the house begin to meet with shocking fates. Is it all just coincidence, or is the house really the gateway to hell?"
tt0088322,Movie,Under the Volcano,"United States, Mexico",1984,112 min,"drama, european","Against a background of war breaking out in Europe and the Mexican fiesta Day of Death, we are taken through one day in the life of Geoffrey Firmin, a British consul living in alcoholic disrepair and obscurity in a small southern Mexican town in 1939. The Consul's self-destructive behaviour, perhaps a metaphor for a menaced civilization, is a source of perplexity and sadness to his nomadic, idealistic half-brother, Hugh, and his ex-wife, Yvonne, who has returned with hopes of healing Geoffrey and their broken marriage."
tt0084565,Movie,Querelle,"Germany, France",1982,108 min,"drama, european","A handsome Belgian sailor on shore leave in the port of Brest, who is also a drug-smuggler and murderer, embarks upon a voyage of highly charged and violent homosexual self-discovery that will change him forever from the man he once was."
tt0088885,Movie,The Care Bears Movie,Canada,1985,89 min,"fantasy, animation, comedy, family","The Care Bears have their work cut out for them, because Nicolas, a lonely magician's assistant, is about to fall under the evil influence of a bad spirit who lives in an ancient magic book -- it seems Nicolas will do just about anything for friends. Aside from Nicolas, Kim and Jason are in trouble because they are starting not to trust people after suffering many disappointments."
tt0097880,Movie,The Mighty Quinn,United States,1989,98 min,"crime, drama, thriller, action","Police chief Xavier Quinn investigates the gruesome murder of Donald Pater, one of the wealthiest residents on a Caribbean island. He was found decapitated in his Jacuzzi. Although the local political establishment, especially crooked Governor Chalk, insists that small-time thief Maubee is responsible, Xavier has his doubts. This view is complicated by the police chief's personal history with Maubee: The men have been friends since childhood."
tt0408403,Movie,Murphy's Law,United States,1986,100 min,"thriller, action, crime, drama","A tough police detective escapes from custody after being framed and arrested for the murder of his ex-wife, and must now find the real killer and prove his innocence."
tt0082416,Movie,The French Lieutenant's Woman,United Kingdom,1981,124 min,"romance, drama","In this story-within-a-story, Anna is an actress starring opposite Mike in a period piece about the forbidden love between their respective characters, Sarah and Charles. Both actors are involved in serious relationships, but the passionate nature of the script leads to an off-camera love affair as well. While attempting to maintain their composure and professionalism, Anna and Mike struggle to come to terms with their infidelity."
tt0093312,Movie,Jimi Plays Monterey,United States,1987,50 min,"music, documentation","It's no exaggeration to say this might be the most intense and groundbreaking 45-minute performance in the history of rock. Jimi Hendrix's debut American set at 1967's Monterey Pop Festival is generally considered one of the most radical and legendary live shows ever. Virtually unknown to American audiences at the time, even though he was already an established entity in the UK, Hendrix and his two-piece Experience explode on stage, ripping through blues classics ""Rock Me Baby"" and Howlin' Wolf's ""Killing Floor,"" interpreting and electrifying Bob Dylan's ""Like a Rolling Stone,"" debuting songs from his yet-to-be-released first album and closing with the now historic sacrificing/burning of his guitar during an unhinged version of ""Wild Thing"" that even its writer Chip Taylor would never have imagined. Hendrix uses feedback and distortion to enhance the songs in whisper-to-scream intensity, blazing territory that had not been previously explored with as much soul-frazzled power."
tt0091183,Movie,Head Office,United States,1985,90 min,comedy,"In this comic take on big-business wheelings and dealings, an ambitious senator's son (Judge Reinhold) moves up the corporate ladder through undeserved promotions. But against his better judgment, he falls for a woman (the chairman's daughter, no less) who's leading a protest against the company's shady business practices. ""Saturday Night Live"" writer-performer Michael O'Donoghue scripted this satire co-starring Danny DeVito and Jane Seymour."
tt0098115,Movie,Prancer,"Canada, United States",1989,99 min,"fantasy, drama, family","Jessica, the daughter of an impoverished apple farmer, still believes in Santa Claus. So when she comes across a reindeer with an injured leg, it makes perfect sense to her to assume that it is Prancer, who had fallen from a Christmas display in town. She hides the reindeer in her barn and feeds it cookies, until she can return it to Santa. Her father finds the reindeer an decides to sell it to the butcher, not for venison chops, but as an advertising display."
tt0088275,Movie,The Times of Harvey Milk,United States,1984,90 min,"documentation, history","Harvey Milk was an outspoken human rights activist and one of the first openly gay U.S. politicians elected to public office; even after his assassination in 1978, he continues to inspire disenfranchised people around the world."
tt0382883,Movie,One Year in a Life of Crime,United States,1989,55 min,"documentation, crime","Their job is stealing, their lives a cruel dead end. Director Jon Alpert takes his cameras undercover for this hard-hitting look at men who live by theft and suffer addiction. Focusing on a year in the lives of three professional criminals, this gritty profile—which includes hidden-camera footage of actual thefts—exposes the ""petty"" crimes that are paralyzing America."
tt0428045,Movie,Fontaine...Why Am I Straight?,,1988,54 min,comedy,"Whoopi Goldberg, riding the fame of stand-up comedy and having made the transition to feature films, goes back to her stand-up roots by doing an entire show as one of her many characters, Fontaine.  Whoopi brings to life her popular alter-ego, Fontaine, a street-smart tough talking ex-junkie who eagerly shares thoughts on dealing with life, sex and drugs and other issues of contemporary life. Taped live at the Mayfair Theater in Santa Monica."
tt0130827,Movie,Lola,Germany,1981,113 min,"drama, european, romance","Germany in the autumn of 1957: Lola, a seductive cabaret singer-prostitute exults in her power as a temptress of men, but she wants out—she wants money, property, and love. Pitting a corrupt building contractor against the new straight-arrow building commissioner, Lola launches an outrageous plan to elevate herself in a world where everything, and everyone, is for sale. Shot in childlike candy colors, Fassbinder’s homage to Josef von Sternberg’s classic The Blue Angel stands as a satiric tribute to capitalism."
tt0256009,Movie,El Diablo,United States,1990,115 min,"western, comedy","When mild-mannered teacher Billy Ray Smith (Anthony Edwards) vows to bring a student's kidnapper to justice, he needs a bit of help. Lacking any cowboy skills of his own, he signs on a speedy gunslinger (Joe Pantoliano) and a no-nonsense cowboy (Louis Gossett Jr.) to help. Now, Smith may just have a chance at capturing his man: the merciless bandit El Diablo (Robert Beltran)."
tt0113321,Movie,The Home and the World,India,1985,140 min,drama,"When the movie opens, a woman is recalling the events that molded her perspective on the world. Years ago, her husband, a wealthy Western-educated landowner, challenged tradition by providing her with schooling, and inviting her out of the seclusion in which married women were kept, to the consternation of more conservative relatives. Meeting her husband's visiting friend from college, a leader of an economic rebellion against the British, she takes up his political cause, despite her husbands warnings. As the story progresses, the relationship between the woman and the visitor becomes more than platonic, and the political battles, pitting rich against poor and Hindu against Moslem, turn out not to be quite as simple as she had first thought."
tt0087763,Movie,My Brother's Wedding,United States,1983,81 min,drama,A man who despises his upwardly mobile lawyer brother reluctantly agrees to be best man at his wedding.
tt0093238,Movie,I Was a Teenage Zombie,United States,1987,91 min,"horror, comedy",A high-school student and a drug pusher land in a nuclear-wasted river and come out zombies.
tt0075993,Movie,An Enemy of the People,India,1990,99 min,drama,"Ashoke Gupta is an idealistic doctor working in a town near Calcutta. He discovers that the water at a popular temple is the source of an outbreak of typhoid and hepatitis. In order to save lives, he risks his career to try and call attention to this polluted water source, while a local group of building contractors attempt to discredit him in various ways."
tt0087829,Movie,Odd Jobs,United States,1986,88 min,comedy,Four students who work on different jobs during their vacations in summer are tired of doing the same thing every year. Therefore they decide to open up a moving company together and confront themselves with the former boss of one of them.
tt0103064,Movie,Judgment,United States,1990,90 min,drama,"Fact-based story of a Louisiana priest accused of molesting young parishioners, and of the family of one of his victims, caught between their loyalty to their son and to their Church."
tt1698641,Movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",United States,1990,30 min,"animation, family","What a day Alexander is having. He's got gum stuck in his hair, he trips on his skateboard and he can't find his favorite glow-in-the-dark yo-yo. Things go from bad to worse in this charming animated musical based on the book by Judith Viorst."
tt3469690,Movie,Fellow Traveller,"United States, United Kingdom",1989,97 min,drama,"In the Golden Age of Hollywood, two men had it all; one was a top screenwriter, the other a film idol. But when the witch hunts of McCarthyism swept into Tinseltown, it drove one out of the country and the other to suicide."
tt0093951,Movie,Shake! Otis at Monterey,United States,1987,19 min,"documentation, music","Renowned documentary filmmaker D.A. Pennebaker captures Otis Redding in his ascendancy, singing at the historic Monterey International Pop Festival in June 1967. Comedian Tom Smothers introduces Redding to a crowd that is leaving -- until Redding grabs them with his charged rendition of ""Shake."" Redding's performance also includes ""Respect"" (which he wrote), ""I've Been Loving You Too Long,"" ""Satisfaction,"" and ""Try a Little Tenderness."" Tragically, Redding died in a plane crash six months later. An innovative filmmaker who started in the 1950s making experimental films, Pennebaker garnered an Oscar nomination for Best Documentary Feature in 1993 for The War Room, his behind-the-scenes look at Bill Clinton's 1992 campaign. His other subjects have included Norman Mailer, Bob Dylan, and David Bowie."
tt0090559,Movie,Calgary ’88: 16 Days of Glory,,1989,202 min,"documentation, sport",A documentary covering the 1988 Olympic Games in Calgary.
tt10505316,Movie,Illusions,United States,1982,34 min,drama,A woman in a Hollywood dubbing studio struggles with race and preconceptions.
tt15146486,Movie,Seoul 1988,"Korea, Republic of",1989,139 min,"documentation, sport",A documentary covering the 1988 Summer Olympic Games in Seoul.
tt0239572,Movie,"Lyle, Lyle Crocodile: The Musical - The House on East 88th Street",United States,1987,25 min,"animation, family","The Primm family moves into an old brownstone house on East 88th Street, where they find a crocodile named Lyle in their bathtub."
tt8942494,Movie,Pen Pals,United States,1988,36 min,documentation,"What is it like to live in exotic lands like Tibet, Hong Kong, Finland and Chile? This original HBO special, shot in four locations, gives you the chance to find out as foreign pen pals tell their American friends about their daily lives through touching and informative letters."
tt0242684,Movie,Mike Mulligan and His Steam Shovel,,1990,25 min,"animation, family","After many years of working together, Mike and Mary Anne face competition from modern, electric, gasoline diesel shovels. Looking for work in the newspaper one day, Mike finds a small town that is about to build a new town hall. The town select-men react with disbelief when Mike makes the claim that he and his steam shovel Mary Anne can dig the cellar in a single day; they protest that it would take a hundred men a week. Mike insists that Mary Anne can indeed finish the job in one day, though he has some private doubts. At sunup the next day, Mike and Mary Anne start work and just manage to complete the task before sundown. However, he neglects to provide a way out of the cellar. A young boy who has been watching makes the suggestion that Mike take the job of janitor for the town hall, and that Mary Anne should become the boiler for the town hall's heating system. The town select-men agree and the new town hall is completed before winter. Now the little boy visits every day with a lady who brings hot apple pies."
tt0241396,Movie,Earthday Birthday,United States,1990,30 min,animation,"After learning about pollution a group of creatures called Zwibble Dibbles, decide to throw a party for the Earth to raise awareness."
tt0107290,Movie,Jurassic Park,United States,1993,127 min,"scifi, action, thriller","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
tt0144084,Movie,American Psycho,"United States, Canada",2000,102 min,"drama, thriller, comedy, crime, horror","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies."
