id,name,streaming_services,poster
tt0032553,The Great Dictator,"iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0091670,The Sacrifice,"Google Play, iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNTczNDE2YTItNjkwMC00YTNhLTkwMjAtOTIxYmIyZmI1MWUyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
tt0109424,,,https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0319061,Big Fish,"Amazon Instant Video, Google Play, iTunes, Netflix",https://m.media-amazon.com/images/M/MV5BZTNlNTQzMGEtYjU4Yi00MzEzLThmMTQtNmM0NzcxZWI1MTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0067328,The Last Picture Show,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZTQ2ZjgzMTItMjk1Mi00NjdlLThmYzQtMDg1MDBmNzFhYmJlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt1210166,Moneyball,"iTunes, Google Play, Amazon Instant Video, Netflix, Amazon Prime Video",https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_.jpg
tt2582496,Me and Earl and the Dying Girl,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_.jpg
tt1659337,The Perks of Being a Wallflower,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZThjMmQ5YjktMTUyMC00MjljLWJmMTAtOWIzNDIzY2VhNzQ0XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_.jpg
tt0108052,Schindler's List,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt1568346,The Girl with the Dragon Tattoo,"iTunes, Amazon Instant Video, Google Play, Netflix",https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_.jpg
tt0054331,Spartacus,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0108394,Three Colours: Blue,"iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
tt0118843,,,https://m.media-amazon.com/images/M/MV5BMmExZTZhN2QtMzg5Mi00Y2M5LTlmMWYtNTUzMzUwMGM2OGQ3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
tt0070510,Paper Moon,"Google Play, iTunes, Amazon Prime Video, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0081505,The Shining,"Google Play, iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0027977,Modern Times,"iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0033467,Citizen Kane,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0268978,A Beautiful Mind,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0106332,,,https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
tt0133093,The Matrix,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0097202,,,https://m.media-amazon.com/images/M/MV5BNjgxOGViYTYtYWRkMC00MGZmLTk0OWEtYTgwZGNiMmZjNzYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt1855199,End of Watch,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_.jpg
tt10295212,Shershaah,Amazon Prime Video,https://m.media-amazon.com/images/M/MV5BMjk1NzcwMDUtNDU4ZC00MzlhLTkzZjAtM2MxMTRjZGE0ODdhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
tt1119646,The Hangover,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0064115,Butch Cassidy and the Sundance Kid,"Amazon Instant Video, Google Play, iTunes, Amazon Prime Video",https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_.jpg
tt1683526,Detachment,"Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_.jpg
tt0093191,Wings of Desire,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMzE0ZTljZWItMTE3Mi00ZmEzLTg0OTktYWQ5MGY3YTQzMjZmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt4934950,Talvar,"iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_.jpg
tt0335266,Lost in Translation,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_.jpg
tt8108198,Andhadhun,"Google Play, iTunes, Amazon Instant Video, Netflix",https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg
tt2488496,Star Wars: Episode VII - The Force Awakens,"Amazon Instant Video, Disney+, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_.jpg
tt0258463,The Bourne Identity,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg
tt2582802,Whiplash,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
tt0147612,,,https://m.media-amazon.com/images/M/MV5BM2FlNzE0ZmUtMmVkZS00MWQ3LWE4OWQtYjQwZjdhNzRmNWE2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg
tt1950186,Le Mans '66,"Google Play, iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BM2UwMDVmMDItM2I2Yi00NGZmLTk4ZTUtY2JjNTQ3OGQ5ZjM2XkEyXkFqcGdeQXVyMTA1OTYzOTUx._V1_.jpg
tt2431286,Philomena,"Google Play, Netflix, iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_.jpg
tt0021749,City Lights,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BYzE1NjdhYjAtNzU5NS00ZjhiLWE4YjUtOGVjMjEzZjJmMDdlXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg
tt1398426,Straight Outta Compton,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_.jpg
tt0249462,Billy Elliot,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BOGI0MjllZmEtNjg0Mi00MzU3LTg1YTgtYTRhYTQxYWIxMzcxXkEyXkFqcGdeQXVyNzQ0MTcyMjU@._V1_.jpg
tt0107688,The Nightmare Before Christmas,"iTunes, Google Play, Amazon Instant Video, Disney+",https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_.jpg
tt0457430,Pan's Labyrinth,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0190332,"Crouching Tiger, Hidden Dragon","Amazon Instant Video, Amazon Prime Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt2321405,My Life as a Courgette,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZWVmOTQ2NTQtN2U3OS00YjMxLThmNDAtNDg3NmMzMTgzNWYwXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_.jpg
tt0084855,The Verdict,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BMTU5MzMwMzAzM15BMl5BanBnXkFtZTcwNjYyMjA0Mg@@._V1_.jpg
tt1843866,Captain America - The Winter Soldier,"Amazon Instant Video, Disney+, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_.jpg
tt0350258,Ray,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_.jpg
tt0375679,Crash,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_.jpg
tt0061395,Belle de jour,"Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BZjNkNGJjYWEtM2IyNi00ZjM5LWFlYjYtYjQ4NTU5MGFlMTI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
tt1170358,The Hobbit - The Desolation of Smaug,"Amazon Prime Video, Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_.jpg
tt4154796,Avengers: Endgame,"Amazon Instant Video, Disney+, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_.jpg
tt0102536,Night on Earth,Amazon Instant Video,https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
tt0078788,Apocalypse Now,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0119116,The Fifth Element,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg
tt0041959,The Third Man,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt3390572,Haider,Netflix,https://m.media-amazon.com/images/M/MV5BMjA1NTEwMDMxMF5BMl5BanBnXkFtZTgwODkzMzI0MjE@._V1_.jpg
tt6148156,Vikram Vedha,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video",https://m.media-amazon.com/images/M/MV5BZjlkZDEzYzctNzNmNy00ZGZkLTk4ZmQtYmE2Y2U4NjYwNDEzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt0013442,Nosferatu,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZDIyMjM0NjUtMTk3Ny00MDgwLWE5NDYtOWRlMDQyZGIzNzcwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0059578,For a Few Dollars More,"Google Play, iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt1205489,Gran Torino,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg
tt0073486,One Flew Over the Cuckoo's Nest,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0019254,The Passion of Joan of Arc,"Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt1979320,Rush,"iTunes, Google Play, Amazon Instant Video, Netflix",https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0076759,Star Wars: Episode IV - A New Hope,"Amazon Instant Video, Disney+, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_.jpg
tt2267998,Gone Girl,"iTunes, Google Play, Amazon Instant Video, Netflix",https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg
tt1899353,The Raid,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BY2UyNDM1ZmUtM2E4Mi00ZDEzLWFhMTEtOGVlYjQ2NDZiYjg3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
tt5463162,Deadpool 2,"Amazon Instant Video, Disney+, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMDkzNmRhNTMtZDI4NC00Zjg1LTgxM2QtMjYxZDQ3OWJlMDRlXkEyXkFqcGdeQXVyNTU5MjkzMTU@._V1_.jpg
tt0017925,The General,"Amazon Instant Video, Amazon Prime Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0317248,City of God,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt1189073,The Skin I Live In,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMjMwOTYyNDY4NV5BMl5BanBnXkFtZTcwNDI1ODk0Ng@@._V1_.jpg
tt0101414,Beauty and the Beast,"Amazon Instant Video, Disney+, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0069947,The Day of the Jackal,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMmNkNjVlYWItOWFiYS00ZTVlLTljNGYtOGFmMjE4YjcyNjM3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0083922,Fanny and Alexander,"iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
tt0119177,Gattaca,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0116282,Fargo,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video",https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0299977,Hero,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0043456,The Day the Earth Stood Still,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
tt0964517,The Fighter,"Google Play, iTunes, Amazon Instant Video, Netflix",https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_.jpg
tt0112384,Apollo 13,"Google Play, Amazon Instant Video, iTunes, Amazon Prime Video",https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0074119,All the President's Men,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg
tt3416742,What We Do in the Shadows,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BYmYyYWY4NjgtNGQ2Yi00NDNiLWJlOTgtYjI1MTI0NjZkNjhhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_.jpg
tt0046438,Tokyo Story,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0056592,To Kill a Mockingbird,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0075860,Close Encounters of the Third Kind,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_.jpg
tt0031381,Gone with the Wind,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0015324,Sherlock Jr.,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
tt0105695,Unforgiven,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0048021,,,https://m.media-amazon.com/images/M/MV5BNjk1NjBkN2ItZTI1Yi00NDcyLTkwN2ItZGQ3MWU1NzU0NjYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0068182,"Aguirre, the Wrath of God","iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMjRkY2VhYzMtZWQyNS00OTY2LWE5NTAtYjlhNmQyYzE5MmUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0120689,The Green Mile,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_.jpg
tt0054215,Psycho,"Amazon Instant Video, iTunes, Google Play",https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
tt0044079,Strangers on a Train,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BNWJjOGM4NmEtNDE2YS00OGEyLTkwZWItMGM4YzdhZDZhMzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
tt0482571,The Prestige,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_.jpg
tt3848892,Baby,iTunes,https://m.media-amazon.com/images/M/MV5BYTdhNjBjZDctYTlkYy00ZGIxLWFjYTktODk5ZjNlMzI4NjI3XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_.jpg
tt0086022,Nostalghia,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNzZhNWI1YTEtMjdiZi00YzQyLWE3MmUtOTU0YTRiMmM3OWFjXkEyXkFqcGdeQXVyMTAzMDg2MjMx._V1_.jpg
tt1454468,Gravity,"Google Play, Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_.jpg
tt0066763,,,https://m.media-amazon.com/images/M/MV5BMzI4MjcxNGMtZmY1Zi00ZGU5LTk4MDMtNTljMDJmYTNjZjcxXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg
tt2991224,Tangerines,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_.jpg
tt0071360,The Conversation,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNzAwZWRhZTEtOWYwMi00YzQ5LWE1MzQtM2JlZWE0Y2E4ZDg3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt2338151,PK,Netflix,https://m.media-amazon.com/images/M/MV5BMTYzOTE2NjkxN15BMl5BanBnXkFtZTgwMDgzMTg0MzE@._V1_.jpg
tt1022603,500 Days of Summer,"iTunes, Amazon Instant Video, Google Play",https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_.jpg
tt0056443,Sanjuro,"iTunes, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BMjlmYWViMmEtNzNlMy00NjZiLWFhZmMtYWIyOGU5M2U4OTUyXkEyXkFqcGdeQXVyOTk4MjA5NjQ@._V1_.jpg
tt0120762,Mulan,"iTunes, Google Play, Amazon Instant Video, Disney+",https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0044741,Ikiru,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BZTcyYmQ2NDMtNWI1NS00MTNiLTk0NDctNWMwNWExYTNlYzk3XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg
tt3741834,Lion,"Amazon Instant Video, Google Play, iTunes",https://m.media-amazon.com/images/M/MV5BMjA3NjkzNjg2MF5BMl5BanBnXkFtZTgwMDkyMzgzMDI@._V1_.jpg
tt0036868,The Best Years of Our Lives,"Amazon Instant Video, iTunes",https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
tt0047478,Seven Samurai,"iTunes, Google Play, Amazon Instant Video",https://m.media-amazon.com/images/M/MV5BNWQ3OTM4ZGItMWEwZi00MjI5LWI3YzgtNTYwNWRkNmIzMGI5XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg
