id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,poster
tt8132778,Movie,Night of the Kings,,,,"June 3, 2021",2020,TV-MA,93 min,"Drama, International","A young man is sent to a prison in the middle of the Ivorian forest ruled by its inmates. As tradition goes with the rising of the red moon, he is designated by the Boss to be the new “Roman” and must tell a story to the other prisoners.",https://m.media-amazon.com/images/M/MV5BMDY2MDdlNDEtZmViZC00MzE3LTk5ZjAtOTg2OWVjODUyNWVjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
tt0280491,Movie,Bloody Sunday,,,,"June 1, 2021",2002,R,111 min,"Drama, History","Paul Greengrass' ""magnetic and impassioned""* drama is a ""staggering re-creation""** of the events of Sunday, January 30th, 1972 when British troops clashed with unarmed protestors in Derry, Northern Ireland.",https://m.media-amazon.com/images/M/MV5BMTIxMjYwNjY4Ml5BMl5BanBnXkFtZTYwNzMzNjY3._V1_.jpg
tt10011320,Movie,Changing the Game,,,,"June 1, 2021",2021,TV-14,91 min,Documentaries,"CHANGING THE GAME takes us into the lives of three high school athletes – all at different stages of their athletic seasons, personal lives, and unique paths as transgender teens.",https://m.media-amazon.com/images/M/MV5BOGRlZjJkN2QtMzE0NS00MzA4LTliYzEtMDEyMjRlNDAyNzFhXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_.jpg
tt0057083,Movie,Fun in Acapulco,,,United States,"June 1, 2021",1963,PG,97 min,"Comedy, Music",Fun In Acapulco portrays Elvis as a sexy lifeguard by day who transforms himself into a popular entertainer at night by singing at a local Mexican resort.,https://m.media-amazon.com/images/M/MV5BMzc0YTlmNzktNjBhZS00ZGU2LWI0M2MtNzRhZDMzZWU2MzIzXkEyXkFqcGdeQXVyMTgzOTAxMzA@._V1_.jpg
tt0162983,Movie,Hanging Up,,,,"June 1, 2021",2000,PG-13,95 min,Comedy,"Moving comedy/drama about three sisters (Diane Keaton, Meg Ryan, Lisa Kudrow) and their relationship with their irascible father (Walter Matthau). Screenplay by Nora & Delia Ephron. Directed by Keaton.",https://m.media-amazon.com/images/M/MV5BMjZlZjU2OTYtMmEyOS00YzA0LTg3ZGMtY2NiNzQ0ODkyOWExXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg
tt0057163,Movie,Hud,,,United States,"June 1, 2021",1963,TV-14,112 min,"Action, Adventure, Drama","Life is hard on a Texas ranch, and the owner is not helped by his arrogant ne'er-do-well son, who is a bad influence on the household. The winner of 3 Academy Awards including Best Actress.",https://m.media-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
tt1046947,Movie,Last Chance Harvey,,,,"June 1, 2021",2008,PG-13,93 min,"Drama, Romance",Legendary Oscar(R) winners Dustin Hoffman and Emma Thompson star in this story of unexpected romance set in London.,https://m.media-amazon.com/images/M/MV5BMTU1MDM5OTMwM15BMl5BanBnXkFtZTcwMTAzOTAwMg@@._V1_.jpg
tt0959337,Movie,Revolutionary Road,,,,"June 1, 2021",2008,R,119 min,"Drama, Romance",'Titanic' stars Leonardo DiCaprio and Kate Winslet reteam in this acclaimed drama about a young couple's crumbling marriage in 1955.,https://m.media-amazon.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_.jpg
tt0790772,Movie,Rules Of Engagement,,,,"June 1, 2021",2000,R,128 min,"Black Stories, Comedy, Drama",Tommy Lee Jones and Samuel L. Jackson star in this riveting saga of a veteran Marine who is made the scapegoat of an ill-fated mission.,https://m.media-amazon.com/images/M/MV5BOGUwYTE2MTUtOGVhZi00MTM1LWI3YWItYWExNjlhMDZkODVmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg
tt8770976,Movie,Savage State,,,,"June 1, 2021",2019,,121 min,"Adventure, Drama","American Civil War breaks out and a family of French colonists decides to go back to France. Edmond, Madeleine, and their three daughters have to cross the whole country to reach New-York, led by the mysterious and dangerous mercenary, Victor.",https://m.media-amazon.com/images/M/MV5BZTM1ZDA5NmUtYTFjNy00OTkyLWI0ZGMtOTA5YjA2MDZjN2Y2XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_.jpg
tt0490215,Movie,Silence,,,,"June 1, 2021",2016,R,161 min,"Drama, History",SILENCE tells the story of two Christian missionaries who face the ultimate test of faith when they travel to Japan in search of their missing mentor – at a time when Christianity was outlawed and their presence forbidden.,https://m.media-amazon.com/images/M/MV5BMjY3OTk0NjA2NV5BMl5BanBnXkFtZTgwNTg3Mjc2MDI@._V1_.jpg
tt0119210,Movie,Switchback,,,,"June 1, 2021",1997,R,118 min,"Crime, Mystery, Thriller","Frank LaCrosse, an FBI agent, steps outside his job to find a brilliant serial killer who has kidnapped his son and becomes involved in a vicious game of cat and mouse.",https://m.media-amazon.com/images/M/MV5BZmUzNWI2NDMtYjg2MS00N2Q2LWE3NDQtNmFlYmI2NDQwYjYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0983193,Movie,The Adventures of Tintin: The Secret of the Unicorn,,,,"June 1, 2021",2011,PG,107 min,"Action, Adventure, Family",Tintin and his friends discover directions to a sunken ship commanded by Capt. Haddock's ancestor and go off on a treasure hunt.,https://m.media-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_.jpg
tt0380277,Movie,The Cookout,,,United States,"June 1, 2021",2004,PG-13,88 min,"Black Stories, Comedy, Drama","NBA draftee, Todd Anderson, throws an old-fashioned cookout in his new upscale neighborhood.",https://m.media-amazon.com/images/M/MV5BMTc0MzYyNzQ5Ml5BMl5BanBnXkFtZTcwNjMwMzYyMQ@@._V1_.jpg
tt0166252,Movie,The Love Letter,,,,"June 1, 2021",1999,PG-13,87 min,"Comedy, Drama, Romance","In a small town where everyone knows everyone else's business, an anonymous love letter to an unknown person sends comedic, romantic sparks through several lonely people. With Ellen DeGeneres.",https://m.media-amazon.com/images/M/MV5BZmMyOTc5Y2QtMjNhNC00OTEyLWEyMzAtMTA0ZDU0MzVlOTE2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg
tt0268695,Movie,The Time Machine,,,,"June 1, 2021",2002,PG-13,96 min,"Action, Adventure, Science Fiction","After the sudden and unexpected death of his fiancee spurs Alexander Hartdegen, a scientist, professor and inventor to build a time machine, which he hopes to use in an effort to change the past.",https://m.media-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0114681,Movie,To Die For,,,,"June 1, 2021",1995,R,106 min,"Comedy, Drama, Thriller","Nicole Kidman is astounding as a newswoman dead-set on making it onto the small screen, whether herhusband wants her there or not.",https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt0351977,Movie,Walking Tall,,,,"June 1, 2021",1973,R,125 min,"Action, Adventure, Crime","Based on true events in the life of Tennessee sheriff Buford Pusser, who ""removes"" corruption in his county with a four-foot-long wooden club.",https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_.jpg
tt0108525,Movie,Wayne's World 2,,,United States,"June 1, 2021",1993,PG-13,95 min,"Comedy, Music","The success of their TV show allows Wayne Campbell and Garth Algar to finally move out of their parents' homes, but now they have to figure out what to do with their lives.",https://m.media-amazon.com/images/M/MV5BZTdhODcyMGMtMzg3NC00MTViLWJiZjktZWIyY2NhNWZhYzUxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg
tt1625346,Movie,Young Adult,,,United States,"June 1, 2021",2011,R,94 min,"Comedy, Drama, Romance","A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",https://m.media-amazon.com/images/M/MV5BMTc4NzgyMjQwMV5BMl5BanBnXkFtZTcwNjMxODcwNw@@._V1_.jpg
tt10214496,Movie,The Donut King,,,,"May 31, 2021",2020,,99 min,Documentaries,Everything you thought you knew about the donut begins with Ted Ngoy. This is the unlikely story of a Cambodian refugee arriving in America in 1975 and building a multi-million-dollar empire baking America’s favorite pastry.,https://m.media-amazon.com/images/M/MV5BNjU5MjA0MzUtMzJjMC00N2FiLWE0YjAtYWU3MWI5OTEzMmU1XkEyXkFqcGdeQXVyOTM5NzYzNTU@._V1_.jpg
tt9738716,Movie,The World to Come,,,,"May 31, 2021",2020,R,105 min,"Drama, LGBTQ+, Romance","Abigail is a grieving wife whose life changes with the arrival of a new neighbor, Tallie. As the two women fall in love against the backdrop of the 19th century Northeast, their connection intensifies inciting jealousy from their husbands.",https://m.media-amazon.com/images/M/MV5BZDA3ZWZiNTgtYmMwYi00OWU4LWEyNjEtZjZhNWU0YmU0N2QwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg
tt14301914,Movie,Lavell Crawford: The Comedy Vaccine,,,,"May 28, 2021",2021,TV-MA,,"Comedy, Stand Up","Lavell Crawford focuses on COVID-19, mask culture and fatherhood.",https://m.media-amazon.com/images/M/MV5BZTYyNjc3ZTMtMWNlNi00YTdhLWIxYmQtODJhMjhjYWRlMTc5XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg
tt10793644,Movie,The Vigil,,,,"May 28, 2021",2019,PG-13,90 min,"Horror, Thriller","Called to stand watch overnight to a deceased member of his former Orthodox Jewish community, a young man comes to feel an inescapable supernatural presence in the house.",https://m.media-amazon.com/images/M/MV5BMjY0NTAxMjUtNmY5OC00NmE1LTlkZWQtNTQ3ZTUwYmNjYTk4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
tt9695722,Movie,Vanguard,,,,"May 24, 2021",2020,,108 min,"Action, Thriller",Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,https://m.media-amazon.com/images/M/MV5BZjA0NjFhZmQtZTFjNS00YTZiLWIyOWUtODliYTZjNDI2YTIyXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
tt0087985,Movie,Red Dawn,,,,"May 19, 2021",2012,PG-13,93 min,"Action, Adventure","The city of Spokane, Washington is awakened by a North Korean paratrooper invasion. Marine Corps veteran Jed Eckert and his civilian brother, Matt, unite with their friends to form a guerrilla resistance group to drive the invaders from their home.",https://m.media-amazon.com/images/M/MV5BMjFmOTI0MzYtOTEyZS00MjAzLThkMjMtOGFjOTllM2E0NTg4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
tt11169050,Movie,Supernova,,,,"May 18, 2021",2020,R,95 min,"Drama, LGBTQ+, Romance","Sam and Tusker are traveling across England, making the most of their time left together as a serious diagnosis tests their love.",https://m.media-amazon.com/images/M/MV5BMDhkNzQ2NzYtYWZkZS00ZTFmLThiZDQtNjdkYzY5YmI1MDBhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
,Movie,Supernova en Español,,,,"May 18, 2021",2020,R,95 min,"Drama, LGBTQ+, Romance","Sam y Tusker son pareja desde hace 20 años. Desde que a Tusker hace dos años le diagnosticaran alzheimer en su fase temprana, el tiempo que pasan juntos es lo más importante que tienen.",
tt1823059,Movie,A Perfect Ending,,,,"May 15, 2021",2012,,110 min,"Drama, LGBTQ+, Romance","From writer-director Nicole Conn comes the edge-of-your-seat lesbian glossy, sexy and fun romantic drama. When straight and married Rebecca seeks out the sexual services of high-priced call girl Paris she isn’t expecting to fall in love.",https://m.media-amazon.com/images/M/MV5BMzk5MDgwOTg2NF5BMl5BanBnXkFtZTcwNjc5MjkwNw@@._V1_.jpg
,Movie,ABC News Live Honors Asian Pacific American Heritage Month: Bridging Generations,,,,"May 15, 2021",2021,,,News,"A multi-generational panel led by Juju Chang discusses the galvanizing moment around standing up to anti-Asian hate, and what makes them proud to be Asian.",
tt0409847,Movie,Cowboys,,,,"May 15, 2021",2020,,86 min,"Action, Adventure, Drama","In Montana, a father tries to liberate his young transgender son by taking him to Canada, but as a frustrated female detective spearheads an investigation, she discovers that the child’s family situation is more complicated than she thought.",https://m.media-amazon.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_.jpg
tt9602378,Movie,Good Kisser,,,,"May 15, 2021",2019,,75 min,"Comedy, Drama, LGBTQ+",Kate and Jenna want to spice up their relationship by opening it up to a third and plan a date with the enchanting Mia.,https://m.media-amazon.com/images/M/MV5BZjU2MmNmNGQtYWE1Ni00YjkyLThlYzMtMjk2NmQxNmRhMDBlXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_.jpg
tt2103853,Movie,LaLiga Center,,,,"May 15, 2021",2019,,,Sports,"A closer look at LaLiga's best goals, best U.S. players in league history, and more.","https://m.media-amazon.com/images/M/MV5BNGZjNzViMDMtZGNiNy00MTJkLTg4YzAtNzQ0MTQzMTA1M2JjXkEyXkFqcGdeQXVyMTkwNjMwNTc@._V1_QL75_UY133_CR2,0,90,133_.jpg"
tt1978480,Movie,Mosquita y Mari,,,,"May 15, 2021",2012,,85 min,"Drama, LGBTQ+, Romance","This touching coming of age tale follows a pair of Latina teens in Southeast Los Angeles – straight A student Mosquita and struggling tough girl Mari – who begin studying together, then gradually fall in love.",https://m.media-amazon.com/images/M/MV5BNWE5YTE4ODctMWQ1OC00YmJkLWFjZDUtMmI4OTA1MDQ0NDFkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
tt2217458,Movie,Reaching for the Moon,,,,"May 15, 2021",2013,,114 min,"Documentaries, Drama, LGBTQ+",A chronicle of the complicated love affair between Pulitzer Prize-winning American poet (and lesbian) Elizabeth Bishop and acclaimed Brazilian architect Lota de Macedo Soares.,https://m.media-amazon.com/images/M/MV5BMTg2MDMwNzk4Nl5BMl5BanBnXkFtZTgwNjYyMDQ1MDE@._V1_.jpg
tt2226597,Movie,The Mountain Between Us,,,,"May 15, 2021",2017,PG-13,112 min,"Adventure, Drama, Romance",Two strangers embark on a harrowing journey across the wilderness after their plane crashes in a remote mountain area.,https://m.media-amazon.com/images/M/MV5BNjllMWJmZTEtODA2Mi00MzY3LThiYmMtZDFjYjQ2NDM2MWJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
tt2634384,Movie,Tru Love,,,,"May 15, 2021",2013,,88 min,"Drama, LGBTQ+, Romance","Tru is a serial bed-hopping lesbian who cannot commit to a relationship or a job. Then she meets Alice, a beautiful widow and her good friend’s mother. Tru and Alice strike up an unlikely relationship.",https://m.media-amazon.com/images/M/MV5BMjMzMDYyODIyOF5BMl5BanBnXkFtZTgwODAxMjIzMDE@._V1_.jpg
tt14657192,Movie,UFC 262,,,,"May 15, 2021",2021,,,Sports,UFC 262,https://m.media-amazon.com/images/M/MV5BYjUxNDY5OTgtZDIzMC00M2NiLWE1ZGQtZjQ4OGEwODVmYTExXkEyXkFqcGdeQXVyNjA3Nzc4OTA@._V1_.jpg
tt11116204,Movie,United States of LaLiga,,,,"May 15, 2021",2019,,,Sports,A showcase of unique stories about LaLiga fans across North America.,https://m.media-amazon.com/images/M/MV5BZmYzOTUwZWQtNDRhNi00ZTQ5LThkZDItMDVkMTRlN2E3YTVjXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_.jpg
tt12801356,Movie,MLK/FBI,,,,"May 14, 2021",2020,,106 min,"Black Stories, Documentaries","Based on recently declassified files, Oscar-nominated filmmaker Sam Pollard explores the US government's surveillance and harassment of Martin Luther King, Jr.",https://m.media-amazon.com/images/M/MV5BMmE2YjBhNzUtOTZkNi00YTVlLWJkODYtMjJjNWVhYjA0MDdmXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
tt7557108,Movie,Saint Maud,,,,"May 13, 2021",2019,R,85 min,Horror,"A newly devout hospice nurse, becomes obsessed with saving her dying patient's soul - but sinister forces, and her own sinful past, threaten to put an end to her holy calling.",https://m.media-amazon.com/images/M/MV5BYzE3ZDg0OTktYjlhNC00ZmQ0LTk0YjktMDE1ZWE2YjIwMjk4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg
tt11358166,Movie,Some Kind of Heaven,,,,"May 13, 2021",2020,,83 min,Documentaries,"Behind the gates of a palm tree-lined fantasyland, four residents of America’s largest retirement community – The Villages, FL – strive to find happiness and meaning.",https://m.media-amazon.com/images/M/MV5BMzc5MDM3MDYtMWNiZi00ODRiLTg2ZjMtZTExNDNjMjZmMzM5XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
tt4158110,Movie,Robot & Frank,,,,"May 9, 2021",2012,PG-13,89 min,"Comedy, Drama, Science Fiction","Set in the near future, Robot & Franke is a buddy caper about an elderly ex-jewel thief and his new caretaker robot.",https://m.media-amazon.com/images/M/MV5BM2QyNDIzOGMtNThhNS00NmUwLWI0ZjUtZjdkN2I1OTRjZWQ3XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg
tt9735470,Movie,Little Fish,,,,"May 7, 2021",2020,,101 min,"Drama, Romance, Science Fiction","As a memory loss virus runs rampant, one couple fights to hold their relationship together before the disease can erase all memory of their love in this sweeping sci-fi romance.",https://m.media-amazon.com/images/M/MV5BMTY1N2ZhMzktMThjZi00OWNhLWJhZjctMzEzNjQyOWIwZjBjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
tt0024240,Movie,Looking For Lady Day,,,,"May 6, 2021",2021,,,Documentaries,"The Legend is wrong: Billie Holiday is neither from Baltimore nor Harlem, but Philadelphia, and throughout her life the city continued to draw her back. Its vibrant jazz scene was a refuge for her, first as a star and then when she was forced out of the spotlight of New York. But it was also the site of some her greatest hardship and humiliation, a place where she was hounded by the law, arrested repeatedly, and sentenced to prison in a trial that made headlines. 6abc’s Tamala Edwards brings Billie and her hometown jazz mecca to life. See the clubs where Lady Day performed, the stages where she sang, the places she lived, and learn why one song – Billie Holiday’s signature tune – brought the wrath of racist lawmen down on her, leaving her with few places where she could feel safe, and few people to trust. Looking for Lady Day: the complicated relationship a genius jazz legend had with the city where she was born.",https://m.media-amazon.com/images/M/MV5BMTQ2NjMwMjQ3M15BMl5BanBnXkFtZTgwMjM2MzA0MjE@._V1_.jpg
tt9691136,Movie,Shadow in the Cloud,,,,"May 5, 2021",2020,R,83 min,"Action, Adventure, Horror",A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,https://m.media-amazon.com/images/M/MV5BNWNiNGQyMzUtN2VmMi00NDI2LWI3NGUtMTEwZGQxYzFjZTNjXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_.jpg
tt1074638,Movie,Skyfall,,,,"May 5, 2021",2012,PG-13,143 min,"Action, Adventure, Thriller","Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_.jpg
tt9448932,Movie,Love Sarah,,,,"May 4, 2021",2020,,98 min,"Comedy, Romance","A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma.",https://m.media-amazon.com/images/M/MV5BNzgxZmUyMjMtNjA5ZC00NDQwLThlNjAtYzdiNzZjZjcyYWQzXkEyXkFqcGdeQXVyMTk0OTQzNTY@._V1_.jpg
tt11690838,Movie,The Legend of Baron To'a,,,,"May 3, 2021",2020,,106 min,"Action, Comedy","When his late father’s championship belt is stolen by a ruthless gang, a displaced Tongan man must defeat the kingpin and get the title back.",https://m.media-amazon.com/images/M/MV5BZDk4ZDM0YmQtOTRjMC00MmYyLTgyZjAtNzE3YzVhZWM3MmMzXkEyXkFqcGdeQXVyMTEyOTgxMDA5._V1_.jpg
tt1907668,Movie,Flight,,,,"May 2, 2021",2012,TV-MA,139 min,"Black Stories, Drama, Family","A veteran pilot makes a miraculous landing after a mechanical malfunction sends his plane hurtling toward the ground, but an investigation into the incident reveals that he was drunk at the time.",https://m.media-amazon.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_.jpg
tt5670364,Movie,An Elephant's Journey,,,,"May 1, 2021",2017,PG,90 min,"Adventure, Drama","While living in Africa with his aunt (Elizabeth Hurley), a teen boy (Sam Ashe Arnold) teams up with a huge, friendly elephant to take down a dangerous gang of local poachers.",https://m.media-amazon.com/images/M/MV5BNWY4ZGIzYWYtNDVhOS00MGE0LTllMWQtYmRmYzhjODM2ZmU4XkEyXkFqcGdeQXVyNjIwMDc1NjU@._V1_.jpg
tt0124298,Movie,Blast From the Past,,,,"May 1, 2021",1999,PG-13,112 min,"Comedy, Romance","After 35 years in a fallout shelter, naive man/child Brendan Fraser comically emerges into the modern world in this comedy.",https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
tt0109305,Movie,Blue Chips,,,,"May 1, 2021",1994,PG-13,108 min,"Drama, Sports","A College b-ball coach on the verge of his first losing season recruits several talented players, but when the players make financial requests, the coach gives in to the demands. His team is winning again but the decisions he made tears him apart.",https://m.media-amazon.com/images/M/MV5BYTkxMDI4NjEtODU0MC00NDlkLWFmYzYtYTEzNmUzYjIzY2RiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0115736,Movie,Bound,,,,"May 1, 2021",1996,R,109 min,"Crime, Drama, LGBTQ+","The lesbian romance between a newly-released ex-con, and the girlfriend of a Mafia money-launderer, has a mercenary dynamic. The girls plan to walk off with a suitcase of $2 million cash, but the Mafioso finds out a little too soon.",https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt3301314,Movie,Dr. Bird's Advice for Sad Poets,,,,"May 1, 2021",2021,R,109 min,"Comedy, Drama","In the emotionally charged, wild and humorous world of sixteen year old James Whitman, we see his struggle to overcome anxiety and depression by seeking advice from Dr. Bird - an imaginary pigeon therapist - in the wake of his sister's disappearance.",https://m.media-amazon.com/images/M/MV5BMGVjZmU2ZTQtNTFhYi00ZjFlLThlYzMtZTA3OTM5Y2UzODBjXkEyXkFqcGdeQXVyMTIzNzM0OTU@._V1_.jpg
tt1661382,Movie,Grudge Match,,,,"May 1, 2021",2013,PG-13,113 min,Comedy,Bitter former boxing rivals Robert De Niro and Sylvester Stallone step into the ring as senior citizens to settle a 30-year-old score.,https://m.media-amazon.com/images/M/MV5BNjhhZDYxMmUtZWRiZC00MThiLWI4ZjgtM2M1YjhhNWRlZTQyXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg
tt1045772,Movie,I Love You Phillip Morris,,,,"May 1, 2021",2010,R,98 min,"Comedy, Drama, LGBTQ+","Jim Carrey shines as a man who comes out of the closet, goes on a spree as a con man and later finds love in prison.",https://m.media-amazon.com/images/M/MV5BNTUwZGU1ZTAtOGI4NC00ZDBlLTgxOGItNzdhOWFlNDczZDcxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
tt0110216,Movie,Junior,,,,"May 1, 2021",1994,PG-13,110 min,"Comedy, Romance","A male fertility research scientist decides to test the latest drug on himself - and becomes the world's first pregnant man! With Emma Thompson, Frank Langella.",https://m.media-amazon.com/images/M/MV5BZDFhMmY3YjItYzRmOS00MTZlLWFkNzEtOWY5ZDA3NDAwNmRlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg
tt0318627,Movie,Resident Evil: Apocalypse,,,,"May 1, 2021",2004,R,94 min,"Action, Adventure, Horror",Alice is in Horrorland – again – in this bloody sequel that pits the lovely heroine against another army of flesh-eating zombies.,https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_.jpg
tt0432021,Movie,Resident Evil: Extinction,,,,"May 1, 2021",2007,R,94 min,"Action, Adventure, Horror",Alice fights the Umbrella Corporation and their plan to replace humankind with a race of undead clones.,https://m.media-amazon.com/images/M/MV5BNDQ0MWI3MmEtMzM0OC00Y2ViLWE4MDItMzNhNmY1ZTdjMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
tt1655441,Movie,The Age of Adaline,,,,"May 1, 2021",2015,PG-13,113 min,"Drama, Romance, Science Fiction",Blake Lively and Harrison Ford star in this stirring romantic drama about a 29-year-old woman who has stopped aging - and the timeless power of love.,https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_.jpg
tt0113419,Movie,The Indian in the Cupboard,,,,"May 1, 2021",1995,PG,96 min,"Drama, Family, Kids",A little boy's world changes when he's given a small cupboard with a key that brings a small toy Indian to life.,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg
tt0119395,Movie,The Jackal,,,,"May 1, 2021",1997,R,124 min,"Action, Adventure, Drama",The FBI races to stop professional assassin Bruce Willis who has his deadly sights set on a U.S. government official in this thriller.,https://m.media-amazon.com/images/M/MV5BOWY2ZDFiOTktNzk0OC00NTc5LTkzOWItMTZhZTdjOTBmYzU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
tt0277434,Movie,We Were Soldiers,,,,"May 1, 2021",2002,R,139 min,"Action, Adventure, Drama",Mel Gibson stars in this powerful epic chronicling the 1965 Battle of Ia Drang in the early days of America's involvement in Vietnam.,https://m.media-amazon.com/images/M/MV5BZTk3NTc4MTktNjFmZC00ZjdjLWE0ZjgtNTM4NzdmMDBjOTcxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
tt1872194,Movie,The Judge,,,,"April 30, 2021",2014,R,142 min,"Crime, Drama",Hotshot lawyer Robert Downey Jr. must confront his strained relationship with his father – a local judge – upon his return home.,https://m.media-amazon.com/images/M/MV5BMTcyNzIxOTIwMV5BMl5BanBnXkFtZTgwMzE0NjQwMjE@._V1_.jpg
tt2401256,Movie,The Night,,,,"April 30, 2021",2020,,105 min,"Horror, Thriller",A couple becomes trapped in a hotel with their demons – real and imagined – until they can confront the secrets in their marriage in this mind-bending supernatural thriller.,https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_.jpg
,Movie,Presidential Address to Congress and the Nation and the Republican Response,,,,"April 29, 2021",2021,,,News,President Joe Biden addresses the joint session of Congress and the nation.,
tt2543164,Movie,Arrival,,,,"April 28, 2021",2016,PG-13,116 min,"Drama, Horror, Science Fiction","When mysterious spacecraft touch down across the globe, an elite team - led by expert translator Louise Banks (Academy Award® nominee Amy Adams) – races against time to decipher their intent.",https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_.jpg
