id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,poster
tt16341534,Movie,Ian Bagg: Conversations,Ian Bagg,Ian Bagg,,,2018,18+,54 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The native Canadian comedian, Ian Bagg, brings his sharp, biting wit to The Improv in Irvine, CA to explore such topics as immigration, transgender bathrooms and women's obsession with yoga pants.","https://m.media-amazon.com/images/M/MV5BN2VlNDk0YWItNDQwZi00MmZiLTk4MWItOWNlMGNhNGZlYmZjXkEyXkFqcGdeQXVyMTI5OTkzNTg0._V1_QL75_UX140_CR0,1,140,207_.jpg"
tt0027784,Movie,I'd Give My Life,Edwin L. Marin,"Tom Brown, Sir Guy Standing, Frances Drake, Janet Beecher",,,1936,13+,74 min,Suspense,"Gangster Buck Gordon hopes his son Nick will follow in his criminal footsteps, but his efforts are foiled by his ex-wife, who has married Governor Bancroft (Standing). Furious, Buck blackmails his ex-wife, threatening to expose her shady past to her new husband. Nick comes to his mother's aid by shooting and killing his father, but refuses to give a motive, even when he is sentenced to hang for the crime. Based on the play, ""The Noose.""",https://m.media-amazon.com/images/M/MV5BMjhiYjczODktYWJjMy00ZGEwLThiNDUtNWEwNDVkMWNkZTkxXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg
tt13497858,Movie,I Was Not Ready Da,Aravind SA,Aravind SA,,,2020,16+,77 min,"Arts, Entertainment, and Culture, Comedy","Imagine 2 flowers pollinating onscreen for an hour, that's 'SA's- I Was Not Ready Da,' a show for the whole family; to watch separate separately! From his teenage love for white people and chatrooms and socialist strip club visits in the U.S., to shocking Sanskrit tutors and provoking news anchors in their own shows, SA narrates hilarious tales.",https://m.media-amazon.com/images/M/MV5BMDVlNmU3NWQtMzdjZC00ZjU2LTg2MTgtMjAyOTBiOWJhNTMxXkEyXkFqcGdeQXVyMTE1NzU5OTIz._V1_.jpg
tt6910734,Movie,I Need You To Kill,J. Elvis Weinstein,"Tom Segura, Chad Daniels, Pete Lee",,,2017,,98 min,"Arts, Entertainment, and Culture, Comedy, Documentary","I Need You to Kill follows three American comics - Chad Daniels, Pete Lee, and Tom Segura on a six show tour through three of the world's newest stand-up comedy scenes: Hong Kong, Singapore, and Macau. The film explores the anxieties and surprises of taking your act halfway around the world as well as giving a ground-floor glimpse into Asia's newest growth industry - stand-up comedy.""",https://m.media-amazon.com/images/M/MV5BZWNjZDNmOTMtNTcwMi00NmZkLWEwNWQtNmNkNzQ0NDg4OGJjXkEyXkFqcGdeQXVyMjAyOTk1MjE@._V1_.jpg
tt0466452,Movie,I Love Toy Trains - Ticket to Ride,Tom McComas,Jeff McComas,,,2013,ALL,51 min,"Kids, Special Interest","One of the best-selling kid series in the country. Parents' Choice award winner. Rave reviews in the national media. See real and toy trains in action - a large outdoor G-gauge exhibit, ""oh no"" bloopers and the toe-tapping music of James Coffey.",https://m.media-amazon.com/images/M/MV5BNDBiNjQ0OTctYzc5MS00MDgwLWI2MWUtYjkzODdjZDcxNmQzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
tt0466452,Movie,I Love Toy Trains - All Aboard,Tom McComas,Jeff McComas,,,2011,ALL,38 min,"Documentary, Kids, Special Interest","Steamers, diesels zipping around curves, through tunnels, and over bridges. Fave candies being loaded and unloaded by Lionel accessories. Toe-tapping music of James Coffey and a fun spirit that will thrill and delight young and old alike.",https://m.media-amazon.com/images/M/MV5BNDBiNjQ0OTctYzc5MS00MDgwLWI2MWUtYjkzODdjZDcxNmQzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
tt4779026,Movie,I Had a Bloody Good Time at House Harker,Clayton Cogswell,"Jacob Givens, Derek Haugen, Noel Carroll, Whitney Moore",,,2017,16+,80 min,"Comedy, Horror",It's been generations since the Harkers' great-great grandfather killed the one-and-only Count Dracula. Now the Harker brothers and their best friend Ned are a town joke-until a real vampire turns up!,https://m.media-amazon.com/images/M/MV5BYjZlMzg1YzItNGEwNC00NjFmLWJlMzgtMDdlYjllZTczMTgzXkEyXkFqcGdeQXVyMjg5NzE5MTk@._V1_.jpg
tt0024151,Movie,I Cover the Waterfront,James Cruze,"Ben Lyon, Claudette Colbert",,,1933,PG-13,61 min,Drama,An investigative reporter romances a suspected smuggler's daughter.,https://m.media-amazon.com/images/M/MV5BYjU1N2U0YmEtNmNmNC00NGJlLWJkOWUtNWJmM2MxNzUyMzA2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
tt0300015,Movie,I Capture The Castle,Tim Fywell,"Romola Garai, Henry Thomas, Rose Byrne, Bill Nighy, Richard Shelton, Tara Fitzgerald, Marc Blucas, Henry Cavill, Sinéad Cusack",,,2003,R,113 min,"Arthouse, Drama, International","A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle.",https://m.media-amazon.com/images/M/MV5BOWQxZDUyODctMDc0Ni00OTgwLWIxZWItZWFkZWFkZDU3OWQ3XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg
tt1744611,Movie,I Can't Believe I'm Telling You This,Mike Christie,,,,2009,13+,61 min,Documentary,"We live in a world where prostate cancer grips two thirds of men before the age of 80. Yet a culture of silence surrounds this uncomfortable disease. I Can't Believe I'm Telling You This charts a year in the life of three very different men dealing with prostate cancer, who have found strength and each other, online.",https://m.media-amazon.com/images/M/MV5BMTcwNzc0MzIzN15BMl5BanBnXkFtZTgwMjc3NzcwMzE@._V1_.jpg
tt0051755,Movie,I Bury the Living,Albert Band,"Richard Boone, Tehodore Bikel, Peggy Maurer, Howard I. Smith",,,1958,PG-13,77 min,Horror,"A bone-chilling story of cemetary manager Robert Craft (Boone), a disturbed man who comes to believe that he is actually God. Robert discovers that when he sticks a black pin into a wall-sized map of the cemetary, he can cause the owner of that plot to die. After several such untimely deaths, Robert believes he has the power of life and death. But will Robert still believe this once he discovers the true secret behind these deaths?",https://m.media-amazon.com/images/M/MV5BODFlMTU5ZWUtN2MwMi00NzRmLWE4OGQtZDEzYzY1M2U2MjIzXkEyXkFqcGdeQXVyMjE4ODEzMjg@._V1_.jpg
tt7186588,Movie,I am the Flash,John Karas,"John Karas, Rachel Levinson-Emley",,,2015,7+,8 min,"Action, Comedy","Barry is given a ""Flash"" T-shirt from his girlfriend that awakens a repressed delusion of super-speed that proves to be more than they both bargained for.",https://m.media-amazon.com/images/M/MV5BYjA0ODFmNjAtOGJmNi00NDdkLTk4ZmQtMDZkYzA1ZTgzODM0XkEyXkFqcGdeQXVyODQyNDU2MTU@._V1_.jpg
tt3883282,Movie,I Am Road Comic,Jordan Brady,"Maria Bamford, Marc Maron, Doug Benson, Alonzo Bodden, Jordan Brady, Wayne Federman, Judah Friedlander, Nikki Glaser, Pete Holmes, Kyle Kinane, W. Kamau Bell, T.J. Miller, Jim Norton, Kristopher Tinkle",,,2014,18+,68 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","People are fascinated more than ever about what drives comedians to do what they do and, more importantly, how they pull it off. Director and comedian, Jordan Brady, explore these questions and more in this documentary film.",https://m.media-amazon.com/images/M/MV5BMTQ2NDcxMDMxOF5BMl5BanBnXkFtZTgwOTE5NzQzMjE@._V1_.jpg
tt4034452,Movie,Hyena Road,Paul Gross,"Rossif Sutherland, Paul Gross, Christine Horne, Allan Hawco, Clark Johnson",,,2016,R,120 min,"Action, Military and War","Three men, three different paths, caught in conflict but brought together to save lives: a highly skilled sniper who can't think of his targets as human, an intelligence officer who has never killed while on duty, and a legendary Afghan warrior who left war behind but gets pulled back to battle.",https://m.media-amazon.com/images/M/MV5BNTdkNGI2NDAtMGEwZC00MzVlLTg5OGMtNGY3NDY0OTIzNzk0XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt0216820,Movie,Hurricane At Pilgrim Hill,Richard L Bare,"Clem Bevans, Cecil Kellaway, David Bruce, Virginia Grey, Syd Saylor, Leslie Banning",,,1950,PG,73 min,Comedy,"Sam ""Bigmouth"" Smedley travels to Pilgrim Hill, Massachusets, to ""help"" his unhappy daughter Janet. Sam soon learns that the cause is Janet's lawyer husband Tom's troublesome biggest client, Jonathan Smith, who owns and controls most of Pilgrim Hill. The controlling Smith even refuses to allow his daughter, Sally, to marry her poor, but kind, sweetheart Steve. Sam kidnaps Smith and brings him to a small deserted island off the coast. He then performs an old indian rain dance to create a storm to make Smith disappear. The dance works too well, a hurricane springs up, and Smith disappears in the storm. The local sheriff charges Sam with his murder. But is Smith really dead? A goofy, fun farce with a rare starring role for character actor Clem Bevans.",https://m.media-amazon.com/images/M/MV5BMTgwODEwMzg5OV5BMl5BanBnXkFtZTgwMDIyMjg5MjE@._V1_.jpg
tt4769824,Movie,Hunan: The Other World of Avatar,Laurence Thiriat,,,,2017,7+,52 min,"Documentary, Special Interest","Zhangjiajie National Park, in Hunan, China, is one of the most beautiful parks in the world. The mountains stand like swords, the peaks like small levitating territories that emerge from the clouds below. This unique landscape caught the attention of American director James Cameron. He traveled here to find inspiration for the blockbuster movie Avatar and its mysterious fictional planet, Pandora.",https://m.media-amazon.com/images/M/MV5BNGJiNWE2ZWQtM2QzMC00NDllLWIwNmItZmFjMjhiMzViNjc1L2ltYWdlXkEyXkFqcGdeQXVyNzEyNzgwMzA@._V1_.jpg
tt6573444,Movie,Human Flow,Ai Weiwei,,,,2017,PG-13,141 min,Documentary,"Artist, activist and director Ai Weiwei captures the global refugee crisis - the greatest human displacement since World War II - I in this breathtakingly epic film journey HUMAN FLOW.",https://m.media-amazon.com/images/M/MV5BMTU4ODI2NjIzNF5BMl5BanBnXkFtZTgwNDQwMzUyMzI@._V1_.jpg
tt0057163,Movie,Hud,Martin Ritt,"Paul Newman, Melvyn Douglas, Patricia Neal, Brandon De Wilde, Whit Bissell, Crahan Denton",,,1963,7+,112 min,"Drama, Western","Paul Newman stars as Hud Bannon, the rebellious son of a respectable rancher who's continually at odds with his aging father.",https://m.media-amazon.com/images/M/MV5BYjA3MzFlZDQtNTY3Ny00OTM1LWI1ODctNmE4ZWM5ZTU2MjA5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
tt8713370,Movie,Howie Mandel Presents: Howie Mandel at the Howie Mandel Comedy Club,Brian Volk-Weiss,Howie Mandel,,,2019,,56 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Howie Mandel presents Howie Mandel at the Howie Mandel Comedy Club is Howie's first stand-up comedy special in over 20 years! After being a mainstay on the stand-up comedy circuit for 40 years, Howie takes the stage at the comedy club that bears his name in Atlantic City, NJ. 8 out of 10 critics agree.",https://m.media-amazon.com/images/M/MV5BOTJmY2QxZTMtNzBlZi00ZDY5LTlkZDktYWNjMTc4NzNkMGVjXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg
tt3721602,Movie,How We Got Gay,Marc de Guerre,,,,2016,13+,43 min,"Documentary, LGBTQ","This film tells the incredible story of how gay men and women went from being the ultimate outsiders to occupying the halls of power. Society looked at homosexuality not just as a subculture apart from the mainstream, but a community of people who were sick and deviant. How did members of this community come to exert such a profound influence on our cultural, political and social lives?",https://m.media-amazon.com/images/M/MV5BMTEzODU3NzMwNjheQTJeQWpwZ15BbWU4MDU0MTA3OTcx._V1_.jpg
tt8438524,Movie,How Not to Die,,"Dr. Michael Greger, Dr. John McDougall",,,2016,18+,82 min,"Documentary, Special Interest","The majority of premature deaths can be prevented through simple changes in diet and lifestyle. In How Not to Die, Dr. Michael Greger examines the fifteen top causes of death in America-heart disease, various cancers, diabetes, high blood pressure, and more. He explains how nutrition and lifestyle can sometimes trump prescription pills and other approaches, freeing us to live healthier lives.",https://m.media-amazon.com/images/M/MV5BZjQ5MmI3ZjQtNjM3Ny00MTk4LWEyNmUtYTk1MTJmNTY4YWRlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_.jpg
tt13261654,Movie,How China Got Rich,Michael Wood,,,,2019,13+,57 min,"Documentary, Special Interest","Over the last 40 years, China has been transformed out of all recognition. The scale of its growth and the sheer speed of change has been astonishing. The country has seen the largest lifting of people out of poverty that has ever taken place in human history. How did an impoverished and backward communist country become an engine of global capitalism? What lies ahead for this economic behemoth?",https://m.media-amazon.com/images/M/MV5BOGMwMzU4YzUtNjRiMi00MzA3LWJmMWUtODQ5ZDIxYjdjNDJkXkEyXkFqcGdeQXVyNjkwNzU3MTI@._V1_.jpg
tt0185371,Movie,House on Haunted Hill (in Color),William Castle,"Vincent Price, Carol Ohmart, Richard Long, Elisha Cook",,,1958,13+,76 min,"Drama, Horror, Suspense","Price stars as a suave, eccentric millionaire who invites five guests to spend the night in a sinister haunted house, offering each $10,000 but only if they survive until morning! Restored and In Color!",https://m.media-amazon.com/images/M/MV5BNzUwYWQzZDQtMDQ0Mi00NjFlLTgzNjAtNTFhZmZhNWY4NGEzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
tt0315983,Movie,House of Sand and Fog,Vadim Perelman,"Jennifer Connelly, Ben Kingsley, Shohreh Aghdashloo, Ron Eldard, Frances Fisher, Kim Dickens, Jonathan Ahdout, Navi Rawat",,,2004,R,126 min,"Arthouse, Drama","Massoud Amir Behrani has spent most of his savings trying to enhance his daughter's chances of a good marriage. Once she is married, he spends the remaining funds on a house at an auction, putting himself in the middle of a legal tussle with the property's legal owner who's a former drug addict.",https://m.media-amazon.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_.jpg
tt11198330,Movie,House,Steve Miner,"William Katt, George Wendt",,,1986,R,92 min,Horror,"Horror novelist Roger Cobb is a man on the edge, reeling from his recent divorce, haunted by the mysterious disappearance of his young son, and struggling with his new book about his traumatic experiences in Vietnam. But when he moves into the strange house left to him by his late aunt, Roger's precarious sanity comes under siege by nightmares.",https://m.media-amazon.com/images/M/MV5BZjBiOGIyY2YtOTA3OC00YzY1LThkYjktMGRkYTNhNTExY2I2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
tt5723774,Movie,Hotel Coolgardie,Pete Gleeson,,Australia,,2017,13+,84 min,Documentary,"In remotest red-dust Australia is the sleepy mining town of Coolgardie. When two Finnish girls take jobs in the town's pub, they find themselves in a trial of endurance, and soon realise that pouring pints is the least of their work. Amusing, disturbing, and thoroughly bizarre, this candid documentary reveals the struggles of adapting to life in an insular community.",https://m.media-amazon.com/images/M/MV5BNjhlODk4OTgtMmZlZi00Mzg2LWE0ZWUtYjM2OTFlNzMxNjhiXkEyXkFqcGdeQXVyMjI1NTgzNTQ@._V1_.jpg
tt2719796,Movie,Hot Guys With Guns,Doug Spearman,"Marc Anthony Samuel, Brian McArdle, Trey McCurley",,,2014,18+,111 min,"Action, Comedy, LGBTQ","If you can imagine Lethal Weapon with Mel Gibson and Danny Glover as younger, hotter ex-boyfriends, you'll have the basis for Hot Guys With Guns, a modern take on the old-fashioned detective story. It's Chinatown meets Boystown.",https://m.media-amazon.com/images/M/MV5BMTU0NTU1OTM3MV5BMl5BanBnXkFtZTcwNTM3MTA2OQ@@._V1_.jpg
tt20781558,Movie,Hot Buttered Rum,Baeble Music,,,,2011,NR,38 min,Music Videos and Concerts,Hot Buttered Run bring a good ol' foot-stompin' time on the Lower East Side.,https://m.media-amazon.com/images/M/MV5BOTQ1NDU2N2MtMDE0YS00ODJlLWFmMjAtYzM5ZTNhZWE4YTc1XkEyXkFqcGdeQXVyMTM5NjgyOTU@._V1_.jpg
tt5061570,Movie,Hostile Border,"Michael Dwyer, Kaitlin McLaughlin","Veronica Sixtos, Roberto Urbina, Julio Cedillo, Jorge A. Jimenez, Jesse Garcia, Maria Del Carmen Farias",United States,,2016,R,84 min,"Action, Drama, Western","When she's deported to México, Claudia must choose between reconciling with her estranged father or partnering with a dangerous smuggler to return to the U.S.",https://m.media-amazon.com/images/M/MV5BODk4MDM5Njc1NF5BMl5BanBnXkFtZTgwMjc2NDgxODE@._V1_.jpg
tt4213230,Movie,Horse Tribe,Janet Kern,,,,2014,PG,57 min,"Special Interest, Western","Legendary as one of America's greatest horse tribes, the 21st century Nez Perce decided to bring horses back to their land and lives with the unlikely help of a charismatic Navajo horseman, Rudy Shebala.",https://m.media-amazon.com/images/M/MV5BMTExMzM1MDI5NjBeQTJeQWpwZ15BbWU4MDQyNjE2NjQx._V1_.jpg
tt0327888,Movie,Hope Ranch,Rex Piano,"Bruce Boxleitner, Lorenzo Lamas, Barry Corbin, Gail O'Grady, Laura Johnson, Brian Gross, J.D. Pardo, Richard Lee Jackson, Isabelle 'Isabell' Howell, Brad Hawkins, Nicholas 'Nico' Hill, Stephen Wozniak, Tina Illman, Clint Jung",,,2002,PG-13,90 min,"Kids, Western","Former police officer and marine J.T. Hope starts a program for troubled teens on his ranch, Circle Hope Ranch, to help juvenile delinquents get started on a path away from crime and drugs through honest labor and teamwork.",https://m.media-amazon.com/images/M/MV5BMTQ0OTgwMjk3MF5BMl5BanBnXkFtZTcwNTc2MjUyMQ@@._V1_.jpg
tt3610576,Movie,Hope Lost,David Petrucci,"Michael Madsen, Danny Trejo, Francesca Agostini",,,2016,,95 min,"Drama, Suspense","A young girl, bored with her small-town, dreams of a more glamorous life. At a club, she meets Gabriel, who claims to be a TV producer and wants to cast her in a reality TV show in Italy. When she arrives, she realizes this is a ruse when she is sold to a pimp. Things take an even darker turn with the arrival of Ettore, a sadist who intends to torture her and another young woman in a snuff movie.",https://m.media-amazon.com/images/M/MV5BYTlhNmE1YTUtNzhkMy00NTg1LTk3ZGQtZDczNTY4NWYzM2E2XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg
,Movie,HooplaKidz Nursery Rhyme Time - Part 2,HooplaKidz,"Annie, Ben, Mango",,,2019,ALL,17 min,"Animation, Kids","HooplaKidz presents the popular nursery rhymes movie which will help children learn and have fun at the same time.Follow Annie, Ben and Mango as they move to ""Humpty Dumpty"", ""If You're happy And You Know It"", ""School Bus Song"" and many more! Have a Hoopla time!",
tt0026487,Movie,Honeymoon Limited,Arthur Lubin,"Neil Hamilton, George ""Gabby"" Hayes, June Filmer, Joy Filmer, Irene Hervey, Russell Hicks",,,1935,13+,72 min,"Comedy, Drama","Discouraged and unsuccessful writer Dick Gordon (Hamilton) concocts a plan to earn money and get publicity by walking from New York to San Francisco in six months, then writing a book on his experiences. Along the way, a horrible storm forces Dick to take refuge in what he believes to be a deserted, remote cabin. However, he finds a runaway and her two sisters also hiding out there. But all are placed in danger when the cabin's owner shows up, along with his gangster pals, to retrieve their stolen money, which is hidden in the cabin. Never one to miss an opportunity, Dick is ecstatic to finally find an exciting true story worth writing about, but will he survive long enough to pen his book?",https://m.media-amazon.com/images/M/MV5BYThhMWFkNDgtM2RhMy00YWZkLTkzYzktMmJjYzBjOThkMTk3XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
tt1838556,Movie,Honest Thief,Mark Williams,"Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney",United States,,2020,PG-13,99 min,"Action, Suspense","Wanting to lead an honest life, a notorious bank robber (Liam Neeson) turns himself in, only to be double-crossed by two ruthless FBI agents.",https://m.media-amazon.com/images/M/MV5BZjEwNjYyMTMtODc5Yi00NTg5LTkwMzAtZTkyOTcyNTFkMGIyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg
tt0256415,Movie,Home Sweet Home,Juan Mas,"Natasha Bure, Ben Elliot",,,2020,,84 min,"Comedy, Special Interest","A young, flirtatious barista is bored with her social lifestyle and longs for real love. So when an eligible, handsome guy walks into her coffee shop, she turns on the charm, but he doesn't respond to her flirting like men usually do. When she discovers that he runs a ministry that builds affordable housing, she decides to volunteer.",https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_.jpg
tt0113321,Movie,Home for the Holidays,Jodie Foster,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Claire Danes, David Strathairn",,,1995,PG-13,103 min,"Comedy, Drama","Claudia Larson is heading home for yet another chaotic and exasperating family Thanksgiving. But a new visitor offers some interesting possibilities. If they can duck the flying turkeys, this romance may just have a chance.",https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg
tt0099785,Movie,Home,Frank Lin,"Heather Langenkamp, Samantha Mumba, Aaron Hill",,,2016,16+,87 min,"Horror, Suspense","Carrie, a religious fundamentalist, is given a new stepsister after her mother remarries - to a woman. Forced to move into a new house with people she cannot accept, Carrie must overcome her fears and beliefs to save her new sister from the paranormal forces that now haunt them.",https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
tt2325560,Movie,Holy Hail,,,,,2011,NR,26 min,Music Videos and Concerts,Holy Hail rain catchy as can be disco dance beats and furiously fuzzy bass grooves down on Brooklyn's Luna Lounge.,https://m.media-amazon.com/images/M/MV5BMTc0OTEyMzI0M15BMl5BanBnXkFtZTgwNDMzNjAxMzE@._V1_.jpg
tt2304098,Movie,Holly's Holiday,Jim Fall,"Claire Coffee, Ryan McPartlin, Gabrielle Dennis",,,2013,,85 min,Drama,"NYC ad exec Holly Maddux dreams of the perfect life, the perfect job, and of course, the perfect man to sweep her off her feet.",https://m.media-amazon.com/images/M/MV5BZDkxMTZiMDQtYmY0My00ZDU3LThlNTMtYTlmNTlhNDhiOWVkXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_.jpg
tt1693679,Movie,Hirokin: The Last Samurai,Alejo Mo-Sun,"Wes Bentley, Julian Sands, Jessica Szohr, Angus Macfadyen",,,2012,R,106 min,"Fantasy, Science Fiction",A reluctant samurai with a dark past sets off on a mission to fulfill his destiny.,https://m.media-amazon.com/images/M/MV5BMTM3MTAyMjU1N15BMl5BanBnXkFtZTcwNzQ4NDY3OA@@._V1_.jpg
tt9251858,Movie,Hippi,T N Krishna,"Karthikeya, Digangana Suryavanshi, J.D.Chakaravarthi",,,2019,18+,141 min,"Comedy, International",Hippi is about the live-in relationship between an energetic youngster and a confident girl.,https://m.media-amazon.com/images/M/MV5BYzA2MTRjZmEtZjA1My00ODdjLTgwNTctZGI1ZTBhNzEyZGY0XkEyXkFqcGdeQXVyMTIxODY1ODMy._V1_.jpg
tt0299981,Movie,Highlander: The Source,Brett Leonard,"Adrian Paul, Thekla Reuten, Peter Wingfield, Jim Byrnes, Cristian Solimeno",,,2007,R,86 min,"Action, Science Fiction","The world is falling into chaos and Duncan MacLeod, the Highlander, roams a crumbling city and remembers happier times before the love of his life left.",https://m.media-amazon.com/images/M/MV5BMTk1OTE1Mzc4Ml5BMl5BanBnXkFtZTcwMDMyNDYwNQ@@._V1_.jpg
tt11870146,Movie,Highlander 2,Russell Mulcahy,"Sean Connery, Christopher Lambert, Virginia Madsen, Michael Ironside",,,1991,16+,110 min,"Action, Science Fiction",Prepare to experience one of the most spectacular cinematic adventures...It's 2024 and MacLeod (Christopher Lambert) and Ramirez (Sean Connery) are back to save planet Earth.,
tt1313242,Movie,High: The True Tale of American Marijuana,John Holowach,,,,2010,16+,87 min,"Documentary, Special Interest","Beyond the hysteria of Reefer Madness and past the deceptive lessons of ""Just Say No"", HIGH exposes the true story of America's war on drugs. Using government statistics, expert interviews and a large dose of humor, HIGH takes a fresh look at this hot but relevant topic.",https://m.media-amazon.com/images/M/MV5BMTMwMzczNDk3OF5BMl5BanBnXkFtZTcwNjE5MzIwMg@@._V1_.jpg
tt1121931,Movie,High Voltage,Howard Higgin,"Carole Lombard, William Boyd, Owen Moore, Phillips Smalley, Billy Bevan, Diane Ellis",,,1929,13+,70 min,"Action, Drama","While crossing the sierras, a bus with a small group of passengers gets stuck in a snowstorm, and take refuge in a church. But, the church is already occupied by criminal Bill (Boyd), who has a small stash of food that he is reluctant to share with the group. Tensions run high between girl criminal Billie Davis (Lombard), who is being transported to jail by Detective Dan Egan (Moore), Henderson the banker, Gus the driver, and a girl who is on her way to get married. It turns out Bill is an escaped criminal, and Billie immediately falls for him. They two briefly plan to flee after the storm lets up, but both decide to serve their sentences so that they have a chance for a crime-free future together. One of Carole Lombard's first talking films.",https://m.media-amazon.com/images/M/MV5BMTQzNTU1ODkxNl5BMl5BanBnXkFtZTcwMDgyODEzMg@@._V1_.jpg
tt3451230,Movie,High Strung,Michael Damian,"Keenan Kampa, Nicholas Galitzine, Jane Seymour, Sonoya Mizuno, Paul Freeman, Dave Scott",,,2016,13+,96 min,Drama,"When a Midwest dancer and a street-wise British musician meet in New York, they immediately clash but there's an undeniable attraction as well. The two must navigate their differences for a competition that will change their lives forever.",https://m.media-amazon.com/images/M/MV5BZmIwZjM0ZmUtY2IwMS00YmVkLWE2NTAtZDdlNDM1NDkzZTQ2XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
tt0093186,Movie,Hiding Out,Bob Giraldi,"Jon Cryer, Keith Coogan, Annabeth Gish",,,1987,PG-13,99 min,"Action, Adventure, Comedy",A very successful stock broker is called to court to testify against a mob boss and is ordered to hide out as a high school student! There's only one thing more frightening than murder: High School.,https://m.media-amazon.com/images/M/MV5BMTQyNmVhNzgtZTNmNi00YWYxLWE2NzgtNmM4MmQ0NDg3NWU4XkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg
tt15858342,Movie,Hidden Poland,John Feist,Peter Greenberg,,,2020,,56 min,Special Interest,This one-hour special hosted by CBS News Travel Editor Peter Greenberg gives viewers a look at Poland's enduring culture. Watch Peter take a hot air balloon ride over the 13th century Czocha Castle and glide across the Tatra Mountains.,https://m.media-amazon.com/images/M/MV5BZjBmYWY1MWMtOTU4Ni00NWNlLTlmMWQtYjQyYTY1YWZhZGNiXkEyXkFqcGdeQXVyNjgwNTgwMjg@._V1_.jpg
tt0039460,Movie,Hi De Ho,Josh Binney,"Cab Calloway, Ida James, Jeni Le Gon, George Wiltshire, Peters Sisters, William Campbell, Virginia Girvin",,,1947,13+,71 min,"Arts, Entertainment, and Culture, Drama","Cab Calloway plays himself in a plot about jealousy, night clubs, and gangsters. Ends with a series of musical numbers.",https://m.media-amazon.com/images/M/MV5BMjAzMTMxNzQ0MF5BMl5BanBnXkFtZTYwMTU0Njg5._V1_.jpg
tt1278073,Movie,Heterosexual Jill,Michelle Ehlen,"Jen McPherson, Michelle Ehlen, Keye Chen, Shaela Cook, Geovanni Gopradi, Lauren Nash, Katy Dore, Shaun Landry, Ken Rambo",,,2014,18+,79 min,"Arts, Entertainment, and Culture, Comedy, LGBTQ","Unable to make progress with her ex-lesbian conversion path, a neurotic ""All American"" Jill tracks down her ex-girlfriend Jamie to prove to herself that she is no longer attracted to her. Strung along by guilt and desire, Jamie agrees to the preposterous plan of ""dating"" Jill so that Jill can close this chapter of her life and move forward with men.",https://m.media-amazon.com/images/M/MV5BYjUzYWY2ZjEtZWRhYi00ZWY0LWEwOTUtYTQ4ZGM1ZmZiMWY3XkEyXkFqcGdeQXVyMTY2MzUxMjk@._V1_.jpg
